,url,ingredients,instructions
663,https://www.loveandlemons.com/pesto-macaroni/,"1 cup frozen peas, thawed
½ cup fresh basil
pinches of red pepper flakes
2 cups whole milk, at room temp (I used almond milk)
1 cup shredded Havarti cheese
1 cup shredded sharp white cheddar cheese
½ teaspoon sea salt, more to taste
freshly ground black pepper
generous scoops of Pesto","Bring a large pot of salted water to a boil. Add the pasta and cook just until al dente, according to the package directions. Drain the pasta and set aside.
In a large pot, melt the butter over medium heat. Reduce the heat to low and whisk in the flour to create a paste. Add the milk and whisk until smooth. Increase the heat to medium and continue whisking until the sauce starts to thicken, about 2 minutes. Stir in the shredded cheese and 1/2 teaspoon sea salt, and continue stirring until the cheese is melted and the sauce is smooth.
Add the pasta, stirring to combine, and cook just until the pasta is warmed through. Season to taste. Stir in the peas, if using, and serve with generous dollops of pesto, fresh basil, and pinches of red pepper flakes."
664,https://www.loveandlemons.com/yellow-split-pea-soup/,"chives
extra fresh corn kernels
chopped parsley
red pepper flakes
coconut bacon
olive oil, for drizzling
1 medium Yukon gold potato, peeled and chopped
Kernels from 4 ears corn, about 2 1⁄2 cups
3 ⁄4 teaspoon smoked paprika
1 teaspoon sea salt, more to taste
3 ⁄4 cup Cashew Cream, recipe below
1 1/2 tablespoons apple cider vinegar","Make the cashew cream. Combine the cashews, water, and salt in a blender and process until very smooth. Set 3/4 cup aside.
Heat the oil in a large pot over medium heat. Add the onion and celery and cook, stirring occasionally, for 5 to 7 minutes, until the onion is tender and translucent. Add the garlic and cook, stirring constantly, for 1 minute.
Stir in the broth, split peas, potato, corn, paprika, and salt and bring to a boil over high heat. Lower the heat, cover, and simmer, stirring occasionally, for about 45 minutes, until the split peas are completely tender.
Use an immersion blender to partially puree the soup, or puree about half of it in a regular blender and return it to the pot. Stir in the Cashew Cream and apple cider vinegar. Taste and adjust the seasonings if desired. (I added up to 1 teaspoon more sea salt here). Serve piping hot, with any desired toppings."
665,https://www.loveandlemons.com/pumpkin-pancakes/,"Maple syrup, not optional
Yogurt or vegan yogurt, optional
Pecans, optional
2 teaspoons baking powder
½ teaspoon baking soda
heaping 1 teaspoon cinnamon
heaping ¼ teaspoon sea salt
½ cup canned pumpkin puree
1 cup plus 3 tablespoons almond milk, at room temperature
2 tablespoon melted coconut oil, plus more for brushing
1 1/2 teaspoons vanilla extract","In a small bowl, combine the flaxseed and water and set aside for 5 minutes to thicken.
In a large bowl, combine the flour, cane sugar, baking powder, baking soda, cinnamon, and salt.
In a medium bowl, whisk together the pumpkin, almond milk, coconut oil, vanilla, and the flaxseed mixture.
Pour the wet ingredients into the bowl with the dry ingredients and stir until just combined. A few lumps are ok, do not overmix. The mixture will be thick, but if it’s too thick, gently stir in a little more almond milk.
Heat a nonstick skillet or griddle to medium heat. Brush the skillet with a little coconut oil and use a ⅓-cup measuring cup to pour the batter onto the pan. Use the back of the cup to gently spread the batter a little more. Cook the pancakes for 2 minutes per side, turning the heat to low as needed so that the middles cook without burning the outsides. I usually start with medium heat, and move to low heat as my pan starts to hold residual heat after each batch.
Serve with maple syrup, yogurt, and pecans, as desired."
666,https://www.loveandlemons.com/vegan-pizza/,"1 small head broccoli, florets chopped into small pieces, top of stalk diced (½ cup)
⅓ cup halved cherry tomatoes
kernels from 1 ear fresh corn
¼ cup coarsely chopped red onion
½ jalapeño, thinly sliced
4 oil-packed sun-dried tomatoes, diced
extra-virgin olive oil, for drizzling and brushing
1 (16-ounce)  ball of pizza dough
½ cup fresh basil leaves
2 tablespoons fresh thyme leaves
pinches of red pepper flakes
sea salt and freshly ground black pepper
Cashew Cream","Preheat the oven to 450°F.
In a medium bowl, combine the broccoli, tomatoes, corn, onion, jalapeño, and sun-dried tomatoes and drizzle with olive oil and pinches of salt and pepper. Toss to coat and taste. The vegetables should be well-seasoned and well-coated with the olive oil so that the vegetables are flavorful throughout the pizza.
Stretch the pizza dough onto a 14-inch pizza pan. Brush the outer edges of the dough lightly with olive oil and spoon a few scoops of cashew cream onto the center of the dough, just enough to spread it into a thin layer. Distribute the vegetables onto the dough. 
Bake 15 minutes, or until the crust is golden, cooked through, and the broccoli is tender and roasted. Remove from the oven and drizzle generously with the cashew cream (if your cashew cream is too thick to drizzle, stir in a little water). Top with the fresh basil, fresh thyme, and pinches of red pepper flakes."
667,https://www.loveandlemons.com/carrot-coconut-soup/,"1 stalk lemongrass
16 ounces carrots, peeled and sliced, about 2 bunches
1 (14-ounce) can light coconut milk, reserve ¼ cup for garnish
1 garlic clove
2 tablespoons extra-virgin olive oil, plus more for drizzling
2 tablespoons sherry vinegar
1 teaspoon red curry paste or freshly minced ginger
½ teaspoon sea salt, more to taste
½ cup water
sea salt and freshly ground black pepper
optional garnishes: hemp seeds, pepitas, microgreens","Prepare the lemongrass by cutting off the root end and tough upper stem of the stalk. Remove the first one or two layers of outer leaves and fin ely chop the tender, aromatic part of the lemongrass.
Using a high-speed blender, combine the lemongrass, carrots, coconut milk, garlic, olive oil, sherry vinegar, red curry paste, water, salt and pepper. Blend until smooth. If you're not using a high-speed blender like a Vitamix, strain the soup (if desired for texture) and blend again until completely smooth.
Chill for at least 4 hours. If the soup thickens in the fridge, stir in a little more cold water. Alternatively, you can serve the soup warm by gently heating it in a saucepan. Season to taste with more salt and pepper.
Drizzle with olive oil and serve with desired garnishes."
668,https://www.loveandlemons.com/peanut-butter-chocolate-chip-cookie-bars/,"½ cup plus 2 tablespoons creamy peanut butter*
¼ cup plus 1 tablespoon melted coconut oil
¼ cup plus 1 tablespoon maple syrup
2 teaspoons vanilla extract
Heaping ½ teaspoon sea salt
2½ cups almond flour
2½ tablespoons maca powder
1 cup chocolate chips
1½ cups walnuts
2 tablespoons cacao powder
¼ teaspoon sea salt
10 soft medjool dates
2 tablespoons water
Flaky sea salt for sprinkling on top, optional","Line an 8x8-inch baking pan with parchment paper.
In a large bowl, stir together the peanut butter, coconut oil, maple syrup, vanilla, and salt until combined. Add the almond flour and maca and stir to combine (the mixture will be thick). Fold in the chocolate chips and press into the pan. Place in the freezer so that it firms up a bit while making the next layer.
In a small food processor, pulse the walnuts, cacao powder, and sea salt until the walnuts are well chopped. Add the dates and pulse to combine, adding 2 tablespoons water if the blade gets stuck. Process until smooth, then spread onto the cookie layer. Sprinkle with sea salt if desired. Freeze for 30 minutes (this will help them firm up, making them easier to cut). Remove and slice into bars. Store remaining bars in the fridge.
Finished bars can also be frozen. Let each bar thaw for about 15 minutes at room temperature."
669,https://www.loveandlemons.com/breakfast-oat-bowls/,"1/2 cup whole rolled oats
1/2 cup almond milk or light coconut milk, more as needed
1/2 teaspoon maple syrup
Pinch of sea salt
Desired toppings from above","In a small jar, combine the oats, almond or coconut milk, maple syrup, and salt. Stir and chill overnight.
In the morning, scoop the oats into a bowl, stir in more almond or coconut milk, if desired, for consistency. Top with desired toppings.
Alternatively, for a grab-and-go breakfast, you can assemble the oats in jars with the toppings the night before."
670,https://www.loveandlemons.com/avocado-tomatillo-breakfast-tacos/,"5 cups fresh spinach
3 large eggs
Extra-virgin olive oil, for brushing
Sea salt and freshly ground black pepper
4 to tortillas, charred or warmed
½ avocado, sliced
Roasted Tomatillo Salsa, ","Brush a medium nonstick stick skillet lightly with olive oil and bring to medium heat. Add the spinach and pinches of salt and pepper and sauté until the spinach is wilted. Work in batches, if necessary.
Wipe out the skillet and scramble the eggs. Brush the skillet lightly with olive oil and bring to medium heat. Add the eggs, let them cook for a few seconds, and then stir and scramble the eggs until just set.
Assemble the tacos with the eggs, spinach, avocado slices, and scoops of tomatillo salsa. Top with the microgreens and sliced serranos and serve with lime wedges, if desired."
671,https://www.loveandlemons.com/shiitake-bacon-egg-breakfast-tacos/,"8 ounces shiitake mushrooms, stemmed and sliced
2 tablespoons extra-virgin olive oil
1 tablespoon tamari
1 cup cherry or grape tomatoes, sliced in half
¼ cup finely diced red onion
¼ cup diced cilantro
2 tablespoons fresh lime juice
1 garlic clove, minced
½ jalapeño, stemmed and diced
¼ teaspoon sea salt
3 large eggs
Extra-virgin olive oil, for brushing
4 tortillas, charred or warmed
½ avocado, sliced
Microgreens, optional
Sliced serrano peppers, optional
Lime wedges, if desired, for serving","Make the Shiitake Bacon: Preheat the oven to 325°F and line a large baking sheet with parchment paper. Toss the shiitake mushrooms with the olive oil and tamari and toss to coat. Spread in an even layer on the baking sheet. Roast 30 to 40 minutes or until dark brown and lightly crisp around the edges. Set aside. (If you made your shiitake bacon in advance, warm it in the oven for a few minutes, if desired.)
Make the Cherry Tomato Pico: In a small bowl, combine the tomatoes, onion, cilantro, lime juice, garlic, jalapeno and salt. Set aside.
When ready to serve, brush a medium nonstick stick skillet lightly with olive oil and bring to medium heat. Add the eggs, let them cook for a few seconds, and then stir and scramble until the eggs until just set.
Assemble the tacos with the eggs, avocado slices, shiitake bacon, scoops of the cherry tomato pico. Top with the microgreens and sliced serranos and serve with lime wedges, if desired."
672,https://www.loveandlemons.com/roasted-sweet-potato-poblano-breakfast-tacos/,"1 medium sweet potato, cubed
1 ear of fresh corn, husked
1 poblano pepper, stem and ribbing removed, sliced into strips
Extra-virgin olive oil, for drizzling
3 large eggs
4 tortillas, charred or warmed
½ avocado, diced
Roasted Tomatillo Salsa, for serving
Microgreens or cilantro, optional
Hot sauce, optional
Lime wedges, if desired, for serving
Sea salt and freshly ground black pepper","Preheat the oven to 450°F and line 3 baking sheets with parchment paper.
Follow the instructions to prepare Tomatillo Salsa and roast those vegetables on the first baking sheet for 15 minutes, or until well-charred. Remove from the oven and reduce the oven heat to 425°F.
Place the sweet potato cubes on the 2nd baking sheet, and the corn and sliced poblano on the 3rd. Drizzle both sheets of vegetables with olive oil and pinches of salt and pepper and toss to coat. Roast the sweet potatoes for 25 to 30 minutes, or until golden around the edges, and roast the poblano and corn for 15 to 20 minutes, or until the corn is tender and the poblanos are browned around the edges. Let the corn cool a bit, then remove the kernels using a knife.
Meanwhile, finish preparing the Tomatillo Salsa. Unwrap the garlic from the foil, peel it, and place in the bowl of a food processor. Add the roasted tomatillos, onion, jalapeño, lime juice, and cilantro and pulse to combine. Season to taste. Chill until ready to use.
Note: If you’re prepping for Breakfast Taco week, reduce the oven temperature to 325°F, and roast your shiitake bacon now. Recipe below. Once cooled, store it in the fridge until ready to use. Otherwise, skip this step.
When ready to serve, brush a medium nonstick stick skillet lightly with olive oil and bring to medium heat. Add the eggs, let them cook for a few seconds, and then stir and scramble until the eggs until just set.
Assemble the tacos with the scrambled eggs, corn, sweet potatoes, poblano strips, and avocado. Serve with the Tomatillo Salsa. Top with the microgreens or cilantro and serve with hot sauce and lime wedges, if desired."
673,https://www.loveandlemons.com/roasted-vegetable-pasta/,"4 carrots, cut into 1-inch pieces
2 Vidalia onions, or 1 small yellow onion, cut into 1-inch pieces
5 small pattypan squash, sliced in half
2 small zucchini, cut into 1-inch pieces
10 cherry tomatoes
1 tablespoon extra-virgin olive oil, more for drizzling
1 tablespoon sherry vinegar
2 garlic cloves, minced
½ teaspoon herbes de Provence
Leaves from 8 sprigs fresh thyme, more for garnish
1 16-ounce package brown rice penne pasta
½ cup crumbled feta cheese
½ cup fresh basil, more for garnish
Juice of ½ small lemon, more if desired
Pinches of red pepper flakes
Sea salt and freshly ground black pepper","Preheat the oven to 400°F and line 2 large baking sheets with parchment paper. Place the carrots and onions on the first sheet and the pattypan squash, zucchini, and tomatoes on the other. Drizzle both sheets of vegetables with olive oil and generous pinches of salt and pepper. Place the sheet with the carrots and onions in the oven first and roast for 30 to 35 minutes or until the onions are tender and lightly charred, and the carrots are tender and browned. Place the second sheet in and roast for 20 minutes, or until the squash and zucchini are golden brown around the edges, and the tomatoes are lightly bursting. Remove from the oven and set aside.
In the bottom of a large bowl, combine the 1 tablespoon of olive oil with the sherry vinegar, garlic, herbes de Provence, thyme, ¼ teaspoon salt, and several grinds of black pepper. Stir in the roasted vegetables.
Prepare the pasta according to the instructions on the package, cooking until al dente. Drain and transfer the cooked pasta to the large bowl with the roasted vegetables and toss to coat.
Add the feta, basil, lemon juice, and red pepper flakes and gently toss. Season (generously!) to taste with more salt, pepper, and lemon juice, as desired.
Garnish with more fresh herbs and a generous drizzle of olive oil."
674,https://www.loveandlemons.com/shawarma/,"½ cup plain yogurt
½ tablespoon extra-virgin olive oil
½ tablespoon fresh lemon juice
¼ teaspoon salt
Freshly ground black pepper
¼ teaspoon ground coriander
⅛ teaspoon sea salt
Freshly ground black pepper","Preheat the oven to 400°F and line a baking sheet with parchment paper.
Make the shawarma spice mix: In a small bowl, combine the coriander, paprika, cumin, cinnamon, ginger, cayenne, and pinches of salt and pepper. Use generous pinches to season the chickpeas before and after roasting them.
Make the zhoug: Place the cilantro, olive oil, jalapeño, garlic, cumin, coriander, salt, and a few grinds of pepper in a food processor and process until you reach a pesto-like consistency.
Make the yogurt sauce: In a small bowl, combine the yogurt, olive oil, lemon juice, salt, and several grinds of black pepper.
Assemble the pitas with the hummus, chickpeas, cucumber, tomato, pickled onion, mint, dots of the zhoug, and drizzles of the yogurt sauce."
675,https://www.loveandlemons.com/summer-fennel-salad/,"2 medium fennel bulbs, sliced paper thin
2 Persian cucumbers, very thinly sliced
1 tablespoon extra-virgin olive oil, more for drizzling
1½ tablespoons fresh lemon juice, more for to taste
½ teaspoon sea salt
Freshly ground black pepper
2 peaches, pitted and sliced
⅓ cup mixed basil and mint
2 tablespoons toasted and crushed pistachios
¼ cup crumbled feta cheese*
Scoops of pesto (recipe below)","In a medium bowl, toss together the fennel, cucumber, olive oil, lemon juice, salt, and several grinds of black pepper.
Arrange the fennel mixture on a platter along with the peaches, herbs, pistachios, feta, and scoops of pesto. Drizzle with olive oil and season to taste as desired.
Serves 4 as a side."
676,https://www.loveandlemons.com/bbq-jackfruit-recipes/,"8 slider buns or 6 hamburger buns
Desired fixings: pickles, mustard, serrano peppers, etc.
½ tablespoon lime juice
½ teaspoon olive oil
Sea salt and freshly ground black pepper
½ teaspoon smoked paprika
½ teaspoon cumin
Freshly ground black pepper","Make the BBQ sauce: In a food processor, blend the chipotle peppers, adobo sauce, ketchup, vinegar, garlic, mustard, paprika, cumin, and a few grinds of pepper until smooth. Set aside.
Prepare the jackfruit by pulling shredding the pieces with your hands (see photo), discarding any harder pieces of the core. In a large skillet, heat 1 tablespoon of olive oil to medium heat. Add the sliced onion and salt and cook, stirring occasionally, until soft, 8 to 10 minutes, turning down the heat as necessary. Next, add the shredded jackfruit and cook 5 minutes, stirring occasionally. If necessary, add a splash of water to keep it from sticking to the pan. Stir in the 1/2 cup water and half of the BBQ sauce. Turn the heat to low, cover, and let simmer for 20 minutes. Remove the cover and stir in half of the remaining BBQ sauce, reserving the rest for serving.
Make the slaw: In a medium-large bowl, combine the cabbage, cilantro, lime juice, olive oil, and pinches of salt and pepper.
Serve the sliders with the jackfruit, the remaining BBQ sauce, the slaw, and desired fixings."
677,https://www.loveandlemons.com/watermelon-tomato-salad/,"1 tablespoon tamari
2 teaspoons fresh lime juice
2 teaspoons rice vinegar
1 small garlic clove, minced
½ teaspoon minced ginger
3 heirloom tomatoes, sliced into wedges
5 cups cut watermelon (about 2-inch triangles)
1 thinly sliced jalapeño and/or a few Thai chiles
2 tablespoons Thai basil or regular basil
2 tablespoons toasted cashews
½ avocado, diced
Sea salt, to taste, if desired
Lime wedges, for serving","Make the dressing: In a small bowl, combine the tamari, lime juice, vinegar, garlic, and ginger.
Arrange the tomatoes, watermelon, and jalapeños on a platter or in a shallow bowl. (This salad should not be served in a deep bowl because the flavorful juices will sink to the bottom.) Drizzle with the dressing and top with the basil, cashews, and avocado. Season to taste and serve with lime wedges."
678,https://www.loveandlemons.com/couscous-salad/,"4 cups cherry tomatoes, (half for roasting, half raw)
Extra-virgin olive oil, for drizzling
1 cup dry Israeli couscous
1 tablespoon lemon juice, more if desired
1 garlic clove, minced
Leaves from 6 sprigs fresh thyme, more for garnish
1½ cups roasted chickpeas, tossed with 1/4 teaspoon smoked paprika before roasting
¼ cup fresh basil, more for garnish
2 Persian cucumbers, thinly sliced
⅓ cup crumbled feta cheese
Sea salt and freshly ground black pepper","Roast 2 cups of the cherry tomatoes according to this recipe. These can be made in advance and stored in the fridge for a few days.
Cook the couscous according to the package directions until al dente, about 9 minutes. Drain and set aside to cool.
In the bottom of a large bowl, combine 1 tablespoon of olive oil, the lemon juice, garlic, thyme, ¼ teaspoon salt, and several grinds of black pepper. Add the cooled couscous and toss. Slice the remaining raw cherry tomatoes in half and add them to the bowl with the roasted tomatoes, the chickpeas, basil, cucumbers, and feta. Top with more fresh herbs and a generous drizzle of olive oil. Season to taste."
679,https://www.loveandlemons.com/zucchini-pizza/,"1 pound fresh pizza dough*
4 tiny pattypan squash, or 2 medium, cut into 1-inch pieces
Extra-virgin olive oil, for drizzling and brushing
½ garlic clove, minced
1 (8-ounce) ball fresh mozzarella, not packed in water
8 tiny zucchini peeled into strips, or 1 medium sliced into paper-thin coins
2 teaspoons fresh lemon juice
Leaves of 4 sprigs fresh thyme, divided
⅓ cup fresh pesto (recipe below)
½ cup fresh basil
Red pepper flakes
Sea salt and freshly ground black pepper","Preheat the oven to 450°F.
Stretch the pizza dough onto a 14-inch pizza pan and par-bake the crust for 3 minutes.
In a small bowl, toss the pattypan squash with a drizzle of olive oil, the minced garlic, and pinches of salt and pepper.
Remove the dough from the oven, brush with some olive oil and sprinkle with a few pinches of salt. Spread torn pieces of mozzarella and the pattypan squash pieces evenly around the crust. Bake for 12 minutes, or until the edges of the crust are golden brown.
Meanwhile (re-using the same bowl from above) toss the zucchini strips with a drizzle of olive oil, the lemon juice, leaves from 1 sprig of fresh thyme, and pinches of salt and pepper. Set aside to marinate.
Remove the pizza from the oven and top with the remaining fresh thyme, the marinated raw zucchini, dollops of fresh pesto, and the basil. Drizzle with olive oil and sprinkle with red pepper flakes. Serve with extra pesto on the side."
680,https://www.loveandlemons.com/guacamole-beyond-burgers-w-spicy-sweet-potato-wedges/,"3 small sweet potatoes
Extra-virgin olive oil, for drizzling
Pinches of chili powder
Pinches of smoked paprika
Pinches of cayenne pepper, optional
Sea salt and freshly ground black pepper
2 ripe avocados
Juice of 1 lime, more if desired
¼ cup diced white onion
⅓ cup chopped cilantro, including stems
½ to 1 jalapeño, diced
Pinch of cumin
Sea salt (I prefer coarse sea salt for guacamole)
4 to 6 Beyond Burgers
4 to 6 hamburger buns
Sliced red onion
Sliced tomato
Butter lettuce","Bring a large pot of water to a boil and parboil the sweet potatoes until they’re barely fork tender. Remove from the water. When cool to the touch, slice into wedges.
Make the guacamole: In a medium bowl, combine the avocados, lime juice, onion, cilantro, jalapeno, cumin, and pinches of sea salt. Mash until combined. Season to taste.
Preheat a grill to medium heat. Drizzle the sweet potatoes with olive oil and pinches of salt and pepper. Place on the hot grill and grill 5 to 6 minutes per side, or until well charred. Grill the Beyond Burgers according to the package directions, about 3 minutes per side.
After removing the sweet potatoes from the grill, sprinkle with the chili powder, smoked paprika, cayenne, and more salt to taste.
Serve the Beyond Burgers with the guacamole, desired fixings, and sweet potato wedges."
681,https://www.loveandlemons.com/summer-rolls/,"6 (28cm) spring roll rice wrappers*
4 ounces cooked rice noodles, I used these
4 ounces extra-firm tofu, sliced into strips**
1 ripe avocado, sliced
2 ripe peaches or 1 ripe mango, sliced
½ watermelon radish, very thinly sliced, optional
Fresh herbs: basil, Thai basil and/or mint
Pinches of sesame seeds
Tamari and sriracha, optional for serving","Make the basil coconut sauce: In a food processor, combine the coconut milk, basil, cashew butter, lime juice, chiles, garlic, ginger, and salt. Pulse until well combined. Season to taste.
Assemble the summer rolls: Fill a shallow glass baking dish with 1-inch of warm water. Submerge one rice paper in the warm water for 7 seconds and then lay the softened wrapper on a clean, damp kitchen towel. Place desired fillings into the center of the wrapper. Fold the bottom of the wrapper over the filling and gently tuck the filling under the wrapper. Fold the sides over the filling. Then continue rolling and tucking the rice paper to form a summer roll. Repeat with the remaining rice papers.
Serve with the Basil Coconut Sauce for dipping. Serve with tamari and sriracha on the side, if desired."
682,https://www.loveandlemons.com/asian-slaw/,"¼ cup cashew or peanut butter
2 tablespoons white miso paste
2 tablespoons lime juice
1 teaspoon sesame oil
1 teaspoon grated ginger
2 to 5 tablespoons water, or as needed
6 to 7 cups shredded red and/or green cabbage
Mix of peppers: I used 3 Anaheim and 3 banana peppers; or use 1 red bell and 1 poblano.
2 scallions, chopped
½ cup chopped cilantro, including stems
½ cup fresh basil, Thai basil, and/or mint
2 Thai chiles or 1 serrano pepper, diced
Sea salt
¼ cup toasted peanuts, pepitas, and/or sesame seeds
1 ripe peach, thinly sliced","Make the dressing: In a small bowl, whisk together the cashew butter, miso paste, lime juice, sesame oil, and ginger. Whisk in enough water to create a drizzable consistency. Set aside.
In a dry cast-iron skillet over medium heat, char the peppers whole, rotating until the edges have a little char, about 2 minutes per side. Remove. When cool to the touch, slice in half lengthwise, remove the stem, ribbing, and seeds and slice horizontally into thin strips.
In a large bowl, combine the cabbage, peppers, scallions, cilantro, basil, chiles, and ¾ of the dressing. Toss until combined. Add the remaining dressing, if desired, and season to taste with a few pinches of sea salt. Serve topped with the toasted nuts, seeds, and sliced peaches."
683,https://www.loveandlemons.com/sweet-corn-panzanella/,"3 tablespoons extra-virgin olive oil, more for drizzling
3 tablespoons sherry vinegar
½ teaspoon Dijon mustard
¼ teaspoon sea salt
1 small shallot, very thinly sliced
2 garlic cloves, minced
4 cups cubed whole-grain bread
4 ears corn, kernels cut from cob
2 medium tomatoes, sliced into wedges
3 cups arugula
Pinches of red pepper flakes
Flaky sea salt, if desired
½ cup fresh basil, torn or sliced
Shaved pecorino cheese (optional)","Preheat the oven to 350°F and line a baking sheet with parchment paper.
In the bottom of a large bowl, make the dressing by mixing together 3 tablespoons of olive oil, the vinegar, mustard, salt, shallot, and garlic. Set aside.
Arrange the bread cubes on the baking sheet, drizzle with olive oil, and toss to coat. Bake until toasted, about 8 minutes.
To the large bowl, add the (raw) corn, tomatoes, toasted bread, arugula, a few pinches of red pepper flakes, and toss. Season to taste with flaky sea salt (or regular sea salt). Spread onto a platter and top with the basil and shaved cheese, if using. Serve."
684,https://www.loveandlemons.com/vegan-burrito-bowl-recipe/,"1 cup cooked pinto beans or black beans, drained and rinsed
1 to 2 chopped chipotle peppers from a can of chipotles in adobo
½ teaspoon extra-virgin olive oil, more for drizzling
1 cup cooked white, brown, or cilantro lime rice
2 cups arugula, chopped
½ cup guacamole
½ cup pineapple salsa
¼ cup chopped cilantro
Sea salt and freshly ground black pepper
2 portobello mushroom caps
Extra-virgin olive oil, for drizzling
Adobo sauce from the can of chipotles used above
Sea salt and freshly ground black pepper
1 red bell pepper, stem, ribbing and seeds removed, sliced into strips
1 green pepper, stem, ribbing and seeds removed, sliced into strips
1 jalapeño pepper, ribbing and seeds removed, sliced into thin strips, optional","In a small bowl, combine the beans with the chipotle peppers, olive oil, lime juice, ¼ teaspoon salt, and several grinds of pepper.
Prepare the veggies: Preheat a grill to medium heat with a cast iron pan inside. You'll grill the mushrooms directly on the grill, and the sliced peppers in the cast iron pan.
Rub the whole mushroom caps with a drizzle of olive oil and a few spoonfuls of adobo sauce. Use enough sauce to coat the mushrooms well on each side. Sprinkle with salt and pepper. Grill the portobellos (directly on the grill grate) 4 to 5 minutes per side or until charred and tender. Slice just before assembling the bowls.
Toss the pepper strips with a drizzle of olive oil and pinches of salt and pepper. Grill in the cast iron pan or grill pan for 8 to 10 minutes, tossing occasionally, until charred and soft.
Assemble the bowls with the rice, beans, arugula, sliced mushrooms, peppers, guacamole, scoops of pineapple salsa, and cilantro. Serve with extra salsa and extra lime wedges on the side. (Note: If you would like your arugula and rice seasoned/dressed more, drizzle with olive oil, squeezes of lime and pinches of salt and pepper)."
685,https://www.loveandlemons.com/farmers-market-breakfast-bowls/,"2 medium carrots
2 teaspoons lemon juice
1 teaspoon extra-virgin olive oil
¼ teaspoon cumin
¼ teaspoon coriander
sea salt and freshly ground black pepper
2 cups whole milk greek yogurt
2 tablespoons lemon juice
2 tablespoons extra-virgin olive oil
2 garlic cloves
½ teaspoon sea salt
⅓ cup chives, reserve some for garnish
⅓ cup fresh basil
¼ cup fresh mint
freshly ground black pepper
handful of salad greens
1 medium beet, shredded or very finely diced
4 radishes, thinly sliced
2 small tomatoes, sliced into wedges
2 soft boiled eggs*
extra-virgin olive oil, for drizzling
sea salt and freshly ground black pepper","Make the spiced carrot salad: Grate the carrots (easiest using the grating plate in a food processor). Transfer the carrots to a small bowl and toss with the lemon juice, olive oil, cumin, coriander, and pinches of salt and pepper. Set aside and wipe out your food processor.
Make the yogurt green goddess sauce: In the KitchenAid® 7 Cup Food Processor, puree the yogurt, lemon juice, olive oil, garlic, and salt until combined. Add the chives, basil, and mint and pulse until just combined.
Assemble the bowls with the salad greens, carrots, shredded beet, radishes, tomatoes, and soft-boiled eggs. Drizzle the bowls with olive oil and season with salt and pepper. Serve with dollops of the yogurt sauce.
Chill remaining yogurt sauce for 3 to 4 days. It’s great for dipping vegetables, spreading on sandwiches, or dolloping onto salads."
686,https://www.loveandlemons.com/pound-cake-recipe/,"1 cup all-purpose flour
½ cup almond flour
2 teaspoons baking powder
2 teaspoons cinnamon
½ teaspoon cardamom
½ teaspoon nutmeg
¾ teaspoon sea salt
½ cup cane sugar
1 tablespoon lemon zest
¾ cup Stonyfield Organic Plain Whole Milk Yogurt, more for serving
½ cup extra-virgin olive oil
2 eggs
1 teaspoon vanilla extract
fresh fruit, for serving","Preheat the oven to 350°F and spray an 8x4-inch loaf pan with cooking spray.
In a large bowl, combine the flour, almond flour, baking powder, cinnamon, cardamom, nutmeg and salt.
In another large bowl, whisk together the cane sugar and lemon zest. Then add the yogurt, olive oil, eggs, and vanilla and whisk to combine.
Pour the dry ingredients into the bowl with the wet ingredients and stir until just combined. Don’t overmix.
Pour the batter into the loaf pan and bake 40 to 50 minutes or until a toothpick comes out clean.
Serve with dollops of yogurt and fresh fruit."
687,https://www.loveandlemons.com/cucumber-gazpacho/,"1 pound tomatillos (8 medium)
¼ white onion
2 whole unwrapped garlic cloves
¼ to ½ jalapeño pepper
¼ cup Arbequina extra-virgin olive oil from Spain, more for drizzling
½ English cucumber, chopped
½ cup packed cilantro
2 tablespoons lime juice
½ to 1 teaspoon sea salt
½ teaspoon honey or pure maple syrup
¼ cup plain whole milk Greek yogurt
¼ cup plain whole milk Greek yogurt
1 teaspoon lime juice
2 teaspoons water
pinch of sea salt
extra-virgin olive oil, for drizzling
kernels from 1 ear of corn, lightly charred
1 cup finely diced cucumber
½ cup yellow cherry tomatoes, sliced in half
fresh herbs (mint or cilantro)
microgreens
1 tablespoon hemp seeds","Preheat a grill to medium-high heat. On a plate or small baking sheet, toss the tomatillos, onion, garlic, and jalapeño with drizzles of olive oil and a few pinches of sea salt. Wrap the garlic cloves in a piece of foil and place all the vegetables directly on the grill. Grill 4 to 5 minutes per side, or until the tomatillos are soft, charred, and just starting to burst, and the onion and jalapeño are charred and soft. Remove from the grill and unwrap the garlic. Let cool, then chill completely. (This step can be done in advance.)
In a blender, combine the chilled tomatillos, onion, garlic, ¼ of the jalapeño pepper, ¼ cup of olive oil, cucumber, cilantro, lime juice, ½ teaspoon salt, honey, and the yogurt. Blend until smooth. Season with more salt, if desired (I add ½ teaspoon). Taste and add the remaining jalapeño, if desired, for more spice. Chill the soup until ready to serve.
Make the yogurt drizzle: In a small bowl, mix the yogurt, lime juice, water, and a pinch of sea salt.
Serve the soup with the yogurt drizzle and any desired garnishes."
